id,age,salary,years_experience,credit_score,monthly_expense,savings,loan_amount,transactions,rating
5770,24,41924,12,805,5849,48873,352359,24,5
5771,52,67703,8,490,23214,341056,662858,251,8
5772,65,47577,12,359,39098,90835,385387,98,3
5773,35,22711,13,765,39997,421794,204141,214,3
5774,33,100548,18,678,33033,476498,652369,295,1
5775,56,114869,10,728,37763,110938,489278,225,4
5776,21,116971,13,361,15324,279859,873014,183,6
5777,42,119763,15,601,13900,290688,117535,198,5
5778,49,19096,9,471,25354,46763,136939,108,7
5779,57,81555,19,804,4214,172433,477859,209,1
5780,30,104848,15,362,14340,466739,12140,91,3
5781,62,90012,1,315,27785,178606,320596,175,4
5782,34,23254,15,400,18659,361869,791770,142,6
5783,66,112955,13,475,16687,132047,338287,131,4
5784,54,92120,17,492,8553,468706,411497,127,7
5785,23,20965,5,572,10338,315079,168660,249,3
5786,36,92000,6,766,19235,153746,803530,264,8
5787,30,92975,12,474,22907,388781,985912,217,7
5788,43,72987,1,533,10679,361696,169771,15,3
5789,31,118025,14,515,32072,171164,144625,173,9
5790,48,47963,16,790,10775,405954,359585,229,5
5791,21,108976,12,716,25183,460234,804018,173,2
5792,56,18273,6,832,31287,448871,972740,259,9
5793,25,30330,0,750,6310,98044,213083,9,8
5794,42,36494,2,579,17327,307579,771571,260,8
5795,30,91422,19,543,26140,439034,923273,113,1
5796,49,18212,17,445,30697,405640,570873,207,4
5797,55,116059,6,366,38581,388319,62063,178,7
5798,55,98441,16,402,32657,480550,675723,224,6
5799,45,102594,11,609,16746,192427,375170,134,9
5800,47,16080,15,416,7891,386723,261440,5,8
5801,20,47675,9,771,24578,243194,858212,185,9
5802,45,37007,15,620,26531,160739,337191,83,4
5803,20,97641,19,734,37970,357083,302064,222,8
5804,62,110815,17,669,9745,317528,84160,204,6
5805,51,61815,14,486,3423,240515,767436,69,9
5806,33,98482,10,768,14059,54013,729957,167,1
5807,39,15639,17,772,26721,106010,813774,12,6
5808,49,78593,5,753,16251,10559,994589,197,2
5809,55,93038,0,745,31495,336994,371927,54,3
5810,25,118494,6,393,8647,214741,783815,225,9
5811,25,108899,11,337,36679,177446,515010,165,5
5812,23,18736,19,781,34359,231973,558030,177,5
5813,31,31473,3,410,30277,360901,202979,1,1
5814,49,49019,9,709,3339,491908,815146,175,2
5815,52,101623,1,467,16764,222769,493748,165,9
5816,27,109025,8,696,8446,367836,68094,137,7
5817,20,51820,9,426,18881,9735,272845,274,4
5818,29,99861,19,341,13140,72112,616733,172,7
5819,66,72589,10,340,10201,183424,853288,231,2
5820,48,80807,13,786,26568,314999,845355,231,5
5821,46,33414,2,698,33330,336886,351268,115,9
5822,22,39220,0,481,4816,354722,124788,198,2
5823,69,75531,6,480,35094,454935,354040,3,3
5824,42,57425,3,763,30142,221945,522117,112,5
5825,58,24387,6,349,19266,124124,285778,146,5
5826,48,91815,15,707,20055,196350,247675,276,8
5827,38,42584,9,700,39770,118302,764836,36,7
5828,37,59783,14,445,27313,59242,975104,208,3
5829,56,54809,15,597,20558,231854,263384,4,5
5830,39,69327,5,444,7235,469326,313865,120,8
5831,21,25857,3,315,35691,175090,369389,109,5
5832,30,57261,3,384,18161,391743,769049,78,2
5833,62,88588,3,515,16547,232650,265466,17,2
5834,59,31995,16,781,26496,101465,371926,227,1
5835,67,28580,12,351,32908,414208,201360,185,6
5836,66,33240,1,847,33652,312899,186687,227,1
5837,37,98446,19,406,37592,267187,631517,49,8
5838,69,90752,5,518,11345,303166,711066,109,1
5839,30,119533,0,636,4070,292408,653770,181,8
5840,34,61111,7,670,25730,309473,720195,10,6
5841,53,105447,17,553,8544,186593,876049,123,9
5842,50,49866,3,704,39368,130960,403794,76,3
5843,18,95974,4,329,35688,20876,476395,123,7
5844,32,88401,4,484,24856,490681,919917,137,2
5845,30,97093,14,588,19827,225182,932273,90,5
5846,34,27211,9,658,14699,209392,920409,149,1
5847,41,73985,7,773,37569,75732,666048,1,5
5848,25,48268,6,699,20159,335434,788986,211,8
5849,67,18646,11,432,10220,244235,564499,6,3
5850,44,70371,10,801,20676,94240,485437,146,6
5851,62,57816,12,802,5703,184358,724298,101,4
5852,40,104460,14,376,33657,310585,807098,200,8
5853,63,59112,16,649,35593,60155,693784,232,2
5854,25,66048,17,359,18011,489148,875387,107,5
5855,25,69911,7,754,31755,345878,34296,212,6
5856,43,90446,5,764,26714,9723,295762,106,8
5857,64,16778,10,610,22836,493278,326239,265,2
5858,30,60752,8,390,19546,181229,800064,258,9
5859,56,99977,4,597,38207,239152,439488,113,7
5860,54,85726,6,624,37301,63058,135746,132,4
5861,66,95840,14,579,11551,430660,430393,268,2
5862,45,42289,3,417,32306,84454,126503,211,8
5863,42,59788,18,570,20609,374532,740575,83,2
5864,33,19747,12,816,29136,51636,676270,83,2
5865,19,89822,0,400,5672,488779,697699,250,9
5866,35,15045,0,687,4160,134338,273834,295,4
5867,34,110278,13,585,27715,462166,984455,237,7
5868,47,22758,8,352,3797,374624,575709,188,4
5869,56,38437,11,539,30712,480595,7270,72,5
5870,30,34585,17,513,13171,100622,538941,284,1
5871,49,113759,8,660,27766,396768,150263,254,1
5872,67,24854,7,663,36012,63751,423585,41,3
5873,46,67076,13,626,25453,482456,255751,72,6
5874,63,71950,8,775,9893,235794,560664,88,1
5875,47,32349,19,396,22792,129619,712345,244,4
5876,35,111228,1,626,3930,440579,816346,267,9
5877,30,36348,0,372,17705,413460,105909,239,2
5878,60,49296,12,555,20902,237096,969469,87,2
5879,38,116280,9,469,2047,360217,141266,150,2
5880,47,34455,7,632,2133,296989,285398,5,7
5881,38,93824,6,456,24059,192282,89256,112,7
5882,65,69021,11,718,13238,350503,710223,159,6
5883,34,86923,16,757,37132,3526,51271,47,2
5884,57,115825,11,398,38277,377349,980542,293,5
5885,36,54293,15,543,30082,295645,185309,26,6
5886,69,114430,9,776,24368,34489,762311,215,6
5887,32,103552,11,740,37239,108740,715850,299,6
5888,26,61116,10,493,4434,268945,652550,61,6
5889,69,55484,13,674,6335,154509,12897,127,1
5890,27,45215,19,666,18023,457022,842324,289,4
5891,61,96638,12,454,21906,98493,816945,244,1
5892,48,18404,1,798,20689,198953,33706,64,3
5893,40,52260,19,833,23671,390700,228217,177,2
5894,69,115647,6,757,28386,263889,998160,93,2
5895,47,80642,0,412,24065,145398,403092,123,6
5896,50,95731,2,323,9443,271268,748037,15,1
5897,69,61009,19,582,17665,268743,562796,276,4
5898,26,107689,11,591,23233,100181,488646,22,9
5899,64,44605,4,662,38968,222317,773457,266,3
5900,18,68205,11,700,25481,169653,378917,183,8
5901,61,52569,2,565,7022,255999,772414,137,9
5902,52,20580,19,353,11145,470368,481919,31,2
5903,28,20400,4,721,36441,270908,426123,215,5
5904,51,54643,0,773,24954,303221,23799,212,6
5905,33,111185,15,542,33336,405107,203669,227,5
5906,26,111032,8,653,37817,403870,120578,185,6
5907,49,101173,9,687,28685,51499,456338,75,5
5908,32,54015,9,477,22631,30817,475562,171,7
5909,29,86713,12,774,8574,65811,52054,232,5
5910,50,87805,15,704,34381,231740,378849,74,5
5911,62,29974,19,335,28039,328632,83138,253,7
5912,31,29037,3,657,7331,443332,946390,298,3
5913,25,99292,13,626,32412,147610,100216,74,7
5914,25,31167,16,343,20321,288951,114416,229,8
5915,44,103754,4,619,26757,15289,891524,199,5
5916,29,105703,12,771,19458,70797,119324,212,4
5917,18,58148,2,568,16058,221200,224865,84,2
5918,60,87153,4,824,37341,488033,129899,200,5
5919,57,36534,15,324,37165,463834,977284,145,6
5920,59,105995,18,456,2418,281107,32732,217,9
5921,68,101078,18,484,19023,358450,402860,237,6
5922,28,71879,16,473,39357,219591,198325,258,6
5923,56,80839,17,693,18742,201027,428183,229,6
5924,60,44756,17,485,20187,97527,216166,298,8
5925,48,27683,7,580,39972,150473,656788,106,6
5926,34,64485,17,594,6439,218009,460063,191,1
5927,50,113231,8,827,28794,135109,221930,139,1
5928,49,26025,18,487,11905,277645,301188,252,2
5929,46,101426,9,711,2865,149217,204177,212,1
5930,38,33715,1,485,28643,243773,174821,127,3
5931,38,85097,16,843,28926,308076,134178,249,3
5932,57,113383,12,600,33046,311092,129615,73,4
5933,40,117067,10,608,6671,341518,953186,173,6
5934,23,107943,15,488,26871,345662,344817,157,7
5935,39,102116,19,710,3426,60546,555351,162,9
5936,67,90705,6,837,30085,70279,410083,95,8
5937,55,32116,2,686,29392,326183,728708,236,6
5938,54,51744,15,492,13057,295110,257544,20,9
5939,62,102579,18,462,35460,173448,704899,72,4
5940,68,17124,19,352,31171,110929,780028,70,6
5941,25,119956,15,774,18236,250177,598560,200,7
5942,58,53051,1,473,35835,245881,756570,183,2
5943,66,22176,13,495,3132,113331,2965,25,1
5944,52,106310,19,510,9612,138282,723642,66,8
5945,68,79818,9,689,33824,118252,433162,284,8
5946,28,33676,18,607,11433,123829,578116,276,7
5947,41,60177,10,756,32868,100386,640137,37,9
5948,66,105296,17,630,2946,128982,86146,16,9
5949,38,15997,10,794,3615,198195,753038,183,3
5950,68,74330,8,628,14851,292587,224506,256,1
5951,19,58769,18,328,10254,208607,190074,193,9
5952,57,117968,19,421,24099,319479,446829,14,1
5953,36,93653,9,757,35161,37426,541092,24,1
5954,56,26231,2,717,34598,328523,364967,83,5
5955,45,110287,2,458,28102,147917,780048,294,2
5956,34,87976,7,815,25918,457568,192403,236,2
5957,23,100447,5,301,11693,76951,808690,265,5
5958,36,70965,19,601,17154,177449,786307,244,7
5959,55,96144,0,378,2388,22964,225249,255,6
5960,45,110201,19,614,38265,404591,159838,109,5
5961,19,76517,5,627,15901,48531,902305,275,3
5962,55,107693,1,575,31307,82684,348994,255,9
5963,54,109315,18,751,9669,6913,837403,245,8
5964,68,110504,6,785,37339,481162,376168,266,3
5965,69,42387,10,406,25092,384886,466148,131,7
5966,21,19090,10,545,33924,161423,488563,145,3
5967,39,39945,3,463,28560,175401,899292,219,6
5968,43,55239,19,826,28857,92471,520654,73,3
5969,66,18743,15,300,23014,444148,180131,197,8
5970,60,45924,4,436,36198,453096,50082,83,3
5971,53,25196,6,450,16309,33938,324264,271,5
5972,30,106815,15,479,31925,366467,322874,106,3
5973,69,83860,14,786,18176,414824,410953,100,8
5974,49,56400,4,317,23375,52879,590480,184,9
5975,34,100177,0,524,7067,375177,186653,78,6
5976,58,108018,19,404,34143,456052,869557,143,4
5977,53,113530,8,364,20422,68644,707379,95,4
5978,63,95399,4,632,22517,213084,893383,3,5
5979,36,63795,5,671,30514,64297,529302,47,3
5980,52,66553,2,506,4215,338530,512274,158,4
5981,63,118022,5,528,21740,142059,747556,239,4
5982,57,118976,7,441,18486,171456,35258,268,1
5983,45,39111,5,630,26720,364233,983914,271,1
5984,18,78083,15,570,10946,230772,797731,28,9
5985,59,76600,15,624,14249,354059,921667,177,3
5986,35,65022,2,826,25187,282532,550297,87,5
5987,65,18199,16,846,8462,144033,194542,175,2
5988,57,65897,5,368,13901,337526,471399,207,1
5989,50,53038,5,511,2082,205252,887928,75,7
5990,29,70038,18,681,26347,196161,773786,246,9
5991,25,22897,19,719,7752,305980,654028,268,4
5992,41,79541,14,347,30270,287987,982973,54,4
5993,33,29892,18,530,5668,113715,946109,83,3
5994,67,23271,1,776,22630,264236,725939,32,3
5995,21,118462,7,388,12995,305572,319019,11,2
5996,55,39815,6,351,36830,338193,55777,223,3
5997,61,60612,7,833,30772,379329,145696,55,5
5998,44,48357,12,721,37166,172167,104301,286,8
5999,26,90088,14,745,13196,38761,219225,68,8
6000,64,31267,11,430,20714,397295,760019,89,5
6001,33,33268,14,673,32368,256706,311870,98,1
6002,29,29263,13,829,30836,43468,91207,17,2
6003,48,85935,6,404,18811,370461,838479,161,8
6004,41,110347,16,686,23761,275311,755652,255,9
6005,31,74660,4,635,29066,134207,631073,158,7
6006,62,80527,19,416,36884,247924,981358,269,9
6007,42,78379,9,300,7441,96772,972826,32,9
6008,51,109542,18,837,27961,118260,379299,87,6
6009,20,56271,17,735,12146,22305,949123,93,6
6010,41,81612,9,795,35357,47422,329268,290,7
6011,59,22235,1,311,35266,198294,317169,83,1
6012,26,103757,5,593,18313,403382,681414,268,9
6013,43,31417,2,807,29398,127167,959268,4,1
6014,37,113075,18,427,11324,108001,909923,89,8
6015,57,49609,4,375,9432,117458,246231,154,2
6016,27,117785,6,568,22867,345137,310862,82,7
6017,36,48902,6,445,36359,448269,698289,192,5
6018,20,38645,9,702,6407,149036,78192,158,8
6019,41,77873,0,798,32971,290860,654661,253,7
6020,22,102218,10,498,38492,222406,409,289,8
6021,20,79558,6,802,28291,144271,829017,256,2
6022,44,77233,5,702,14369,280424,626551,159,9
6023,33,38401,5,508,32291,134505,593398,62,6
6024,66,22771,12,641,19152,430936,277528,287,6
6025,32,56335,15,347,2138,205060,680096,280,6
6026,52,89451,12,840,4525,396385,302274,69,1
6027,29,94434,1,475,11637,441070,882376,265,7
6028,58,82449,18,810,36377,248224,638372,8,2
6029,61,117601,18,318,16533,296734,903845,107,2
6030,43,107604,18,794,23827,124336,956125,93,5
6031,64,16942,17,654,24368,289931,929562,227,6
6032,51,35388,5,644,27736,78062,839692,69,1
6033,40,98251,1,359,19753,3139,85398,138,1
6034,48,72042,18,528,32706,160497,436162,139,1
6035,67,68740,5,446,5571,109879,683362,116,7
6036,37,80873,19,597,28798,251441,77045,8,1
6037,29,62024,14,632,35256,245646,235607,68,9
6038,40,38450,5,631,38308,42273,545206,146,3
6039,21,71965,2,732,13059,331329,967076,250,2
6040,40,25057,10,698,29003,55241,185995,250,6
6041,65,108249,7,634,28453,381711,380725,3,2
6042,65,23983,17,508,32624,40821,548095,128,5
6043,18,34995,16,710,11056,395705,62739,120,5
6044,42,117004,18,570,20564,494184,638609,200,9
6045,19,106628,18,479,13220,306712,930822,238,4
6046,47,92681,16,714,13290,459325,344563,55,8
6047,20,53886,3,645,22018,429516,188661,70,7
6048,38,104025,6,818,18619,18039,482507,288,7
6049,42,111572,4,737,18031,332398,581089,262,1
6050,37,110149,15,312,35756,217974,767727,210,6
6051,66,109020,5,703,19766,446042,254431,237,6
6052,69,17673,13,679,11006,205052,906333,218,8
6053,39,49890,19,720,15582,465961,64385,212,6
6054,38,92513,1,479,28265,205474,714037,16,8
6055,50,38466,17,582,17908,37783,576007,213,6
6056,69,107545,17,717,7629,154432,104352,270,8
6057,55,65406,12,655,20870,50352,129453,146,5
6058,32,18688,17,315,20049,7611,602281,264,9
6059,63,84284,16,614,12827,30105,430198,133,4
6060,69,119646,12,832,5986,337009,795381,297,6
6061,32,28665,11,315,3823,176095,671359,9,2
6062,63,117434,2,764,23720,100379,448221,42,3
6063,42,35641,6,762,22472,379580,43070,18,4
6064,38,47500,0,844,2610,428459,547956,210,3
6065,41,50797,4,368,27911,424069,884844,284,7
6066,22,99766,0,710,38636,368393,131817,293,9
6067,23,60950,3,351,22709,497477,124396,276,6
6068,66,40046,0,364,13884,129205,810971,215,3
6069,60,117339,12,766,22819,45373,269004,235,9
6070,65,116203,13,571,39713,348968,190039,148,1
6071,61,24638,14,738,23556,473379,487840,50,5
6072,64,101363,16,829,15222,160879,902468,133,5
6073,40,36173,11,572,23067,241714,531323,188,2
6074,21,28222,6,758,13018,1448,445679,73,5
6075,44,65064,18,472,38599,132140,221893,299,1
6076,35,52010,2,820,4379,352160,634371,105,1
6077,38,33095,17,796,24489,268052,782953,292,4
6078,45,16439,3,833,14394,356888,695914,232,6
6079,52,118917,2,371,16417,270513,848123,101,2
6080,39,100550,11,471,29849,374750,515257,259,5
6081,57,20375,11,591,37207,385573,803553,292,5
6082,40,104023,16,551,26290,35508,109047,112,3
6083,20,106238,5,708,17115,225916,966164,45,4
6084,57,35600,14,666,34752,27595,215193,100,2
6085,67,17466,1,555,26241,381024,104671,157,7
6086,27,60097,7,824,26443,168732,619093,225,3
6087,42,68276,13,739,38533,211860,95784,73,6
6088,69,65117,4,634,14361,255048,703309,69,9
6089,66,61971,2,734,26296,46432,411041,172,7
6090,25,21928,9,760,10845,322002,357860,224,4
6091,28,103016,6,607,15747,105347,688811,49,2
6092,22,70309,10,394,19557,51228,870272,236,7
6093,62,89647,14,708,3667,312304,751263,109,8
6094,54,55888,1,467,33034,94164,321695,273,3
6095,62,110025,4,386,16143,163122,463922,158,7
6096,55,58832,10,302,5321,492770,710261,239,1
6097,46,24404,7,671,27057,255311,421143,4,8
6098,22,48639,12,827,29879,101700,125099,204,7
6099,26,93118,10,322,6126,99427,342996,84,6
6100,65,75598,16,397,21177,407137,96587,214,3
6101,19,81399,14,821,11299,455854,333395,62,4
6102,18,42684,0,620,8185,206628,933156,58,8
6103,57,83591,18,833,36388,92546,980819,172,1
6104,68,92722,15,666,31667,311651,718913,252,2
6105,47,17682,18,483,10457,292733,228621,137,1
6106,28,53046,12,716,17942,369120,692112,238,4
6107,45,36832,3,513,4123,297989,298327,6,6
6108,61,31997,10,509,19894,124995,694237,275,5
6109,29,49640,17,432,38620,345659,491790,86,6
6110,56,91882,17,352,32604,495606,848956,148,2
6111,43,55491,9,322,38190,290422,105136,64,5
6112,30,78043,16,405,10431,24348,616289,155,1
6113,25,87725,12,759,37775,388531,291444,135,6
6114,45,60520,13,781,34338,232120,611463,118,4
6115,47,77919,6,419,28580,295934,95209,24,9
6116,26,79442,9,507,33583,58669,350466,264,3
6117,56,36770,2,617,15913,5972,992511,11,3
6118,48,62498,1,637,31565,17015,563530,66,9
6119,38,76477,18,454,16860,484290,855962,263,4
6120,64,15244,6,454,34924,491582,404872,24,7
6121,51,47788,4,693,31695,196776,214559,141,2
6122,48,110341,2,804,9598,81556,390397,231,1
6123,69,94453,1,612,39529,197870,944117,88,1
6124,42,72737,5,558,34453,307604,727306,116,6
6125,29,61489,13,456,12975,147214,432002,280,4
6126,18,86303,6,313,22554,63823,107289,38,2
6127,39,43390,1,376,33444,428569,435206,199,7
6128,57,25247,10,638,30434,443800,492379,266,8
6129,54,84051,2,708,20798,304663,45494,158,7
6130,64,74719,8,693,13441,323043,90662,231,9
6131,18,49678,7,519,4155,406552,399363,283,1
6132,18,102802,10,732,22141,220303,763421,286,6
6133,59,91286,17,754,34860,191118,590501,128,8
6134,59,44583,0,439,14468,150944,186674,207,9
6135,38,23076,14,797,36911,46649,729549,258,8
6136,32,33006,3,829,26807,55846,767523,264,6
6137,34,30051,3,395,19986,308427,245086,145,8
6138,39,19314,9,327,37719,88991,239090,48,8
6139,55,43670,10,529,12258,17597,656594,64,1
6140,52,115757,17,715,3310,207465,926832,189,8
6141,62,82551,14,755,32926,450391,536692,141,7
6142,33,25236,2,324,8246,180353,349499,228,8
6143,25,50568,6,703,18542,201086,602674,107,8
6144,64,75314,6,841,22162,344928,564171,130,6
6145,34,106903,16,464,18761,258767,914864,151,9
6146,34,31352,19,507,21679,429781,416782,213,3
6147,43,60650,15,672,10905,321529,968904,223,1
6148,30,25346,15,368,14379,112058,56666,16,9
6149,34,40156,7,819,15421,167231,8315,141,2
6150,55,70904,2,652,30647,126251,221011,258,3
6151,34,29035,19,400,12974,153821,209051,114,4
6152,65,31108,14,300,4500,239651,414104,26,8
6153,31,17853,0,650,10113,131541,597199,286,9
6154,62,99156,9,306,29580,367209,496081,38,3
6155,23,19176,1,617,32760,210757,373489,25,2
6156,52,115459,6,808,34023,401432,553731,52,2
6157,63,40920,13,485,13805,159373,668948,91,9
6158,31,69850,15,761,9731,101254,69466,138,8
6159,64,21829,14,642,35713,450191,659136,209,2
6160,25,115190,6,307,30216,440548,478020,61,8
6161,32,119775,12,435,31774,395063,365547,111,4
6162,44,105666,9,682,37252,153958,850669,258,6
6163,30,88927,8,485,13460,385308,676233,135,5
6164,66,99860,8,671,13294,136743,739377,60,5
6165,48,55667,5,465,12059,304648,355028,189,7
6166,52,80842,11,620,33856,267297,616201,113,8
6167,23,50843,19,456,9817,127769,544345,27,5
6168,22,65808,19,584,30381,183335,925839,1,4
6169,39,45543,13,327,5033,325482,532645,214,2
6170,66,87780,19,650,14971,248932,330818,86,5
6171,40,21611,6,382,2389,191524,375406,155,8
6172,42,103242,7,669,32995,337251,974916,80,1
6173,51,99612,7,840,11435,178105,772549,60,6
6174,43,61902,7,694,21731,424672,778264,36,2
6175,64,48043,1,779,2011,272497,757592,291,2
6176,22,20271,13,512,11708,459817,149813,289,8
6177,43,87867,9,659,20004,55450,28683,175,6
6178,37,92089,17,513,28333,408517,131648,89,6
6179,23,73745,17,603,24537,345861,408245,59,6
6180,23,111876,17,454,26836,404224,897257,61,9
6181,67,77077,15,679,10511,268434,191298,242,3
6182,35,74119,19,499,14473,294618,209812,283,2
6183,21,26573,4,537,12468,67167,171140,225,5
6184,34,36409,19,466,36695,321855,374457,222,6
6185,31,100970,4,525,4832,291495,975438,90,9
6186,31,39464,19,550,25362,168098,394883,15,9
6187,30,57840,9,579,22500,106405,1298,185,2
6188,24,63785,16,775,2015,451786,23376,204,9
6189,61,35662,12,797,12719,368881,964406,41,9
6190,32,33228,16,834,5866,205991,849724,171,6
6191,36,75721,17,710,17986,298711,38599,268,1
6192,60,64223,12,728,30677,350789,537188,196,8
6193,64,22386,16,838,4345,395365,67799,250,8
6194,61,21862,14,742,27516,282531,332434,195,8
6195,52,55108,11,509,10450,430529,691991,230,8
6196,34,106788,9,846,17349,390218,495925,96,5
6197,52,90023,12,790,3063,243007,269544,218,2
6198,36,95140,10,770,18659,392410,851436,4,9
6199,37,97963,2,762,37334,1019,553108,5,6
6200,53,42201,9,849,23306,422492,809296,46,3
6201,52,83578,10,776,36698,191822,36295,126,1
6202,49,64966,5,497,16940,239000,660958,137,5
6203,65,69774,0,820,5582,329679,694778,136,4
6204,61,25386,5,798,3331,249418,208146,189,4
6205,57,92228,4,810,10066,462286,35786,143,9
6206,41,30225,6,624,28132,357218,271540,73,6
6207,34,31693,11,766,15236,136497,31725,178,8
6208,24,87197,11,438,2479,346754,129457,226,9
6209,60,58021,6,541,22893,237850,105622,278,1
6210,67,33261,1,615,5046,335008,356132,238,7
6211,18,42378,0,434,30170,206134,153371,94,7
6212,52,101755,17,487,3488,200161,835030,197,9
6213,49,26937,11,368,15720,85430,567499,64,1
6214,53,81330,6,738,29400,367500,917071,150,2
6215,30,62366,18,376,20476,434122,414159,141,6
6216,23,87322,2,699,32492,404458,705485,231,4
6217,31,117318,9,673,31966,372356,930118,245,5
6218,54,55160,10,311,30946,277419,774292,277,5
6219,65,60313,4,786,28510,60566,53160,31,1
6220,32,118657,1,716,32199,248631,925730,38,1
6221,64,116711,7,506,26039,469500,563053,39,7
6222,21,42032,13,640,21188,40911,48343,164,3
6223,57,106963,7,610,9990,437521,401408,267,5
6224,33,32358,5,607,29170,273501,712397,69,8
6225,45,76710,0,592,10975,26364,297427,290,5
6226,33,110326,0,675,6273,444009,72283,229,9
6227,21,101157,7,826,29405,259253,260561,261,4
6228,62,63821,10,639,8461,246444,620994,20,7
6229,43,43365,17,382,30094,450670,453210,63,8
6230,45,28189,9,751,10732,336050,497733,170,7
6231,49,91749,11,302,9375,479242,300675,13,4
6232,62,22248,19,755,15660,228357,399616,137,8
6233,19,19369,15,535,26273,118677,280468,224,4
6234,48,78763,4,688,2412,415518,662370,94,8
6235,20,23050,15,692,28359,392164,762876,177,8
6236,25,43605,11,329,31163,404712,876635,156,4
6237,41,64616,5,447,7727,442724,315985,121,5
6238,32,69479,4,582,17907,44189,432499,171,5
6239,60,118719,0,537,15288,136375,957308,198,5
6240,48,95934,18,618,36195,304982,20275,169,3
6241,26,55883,9,636,21894,434726,362594,172,2
6242,56,48055,13,330,36405,49566,315389,157,1
6243,62,83731,2,506,26755,183613,682493,210,3
6244,19,105987,5,528,21780,35380,239156,281,9
6245,25,22450,4,641,6677,62817,812884,196,7
6246,24,17925,16,759,9122,357762,527951,270,2
6247,61,95051,17,435,3294,111974,585527,187,8
6248,68,65272,11,583,10555,483768,136153,62,8
6249,56,20310,4,650,4116,135536,81766,145,7
6250,59,46817,8,316,12547,286508,89594,226,6
6251,33,107944,11,514,14710,484898,439240,117,2
6252,52,59528,19,694,4561,272510,699734,206,4
6253,47,70779,8,698,29692,318035,689089,66,1
6254,27,99816,2,713,33086,261464,874434,28,7
6255,55,97641,0,543,32555,22610,233717,264,2
6256,35,99083,14,394,37310,186482,240416,221,6
6257,67,91310,9,305,19267,312575,896471,10,9
6258,22,30457,13,386,3172,7215,332054,277,5
6259,46,57311,6,488,23979,364118,369492,291,5
6260,56,18980,3,719,16685,421344,544253,4,4
6261,51,35886,4,366,30544,88777,143790,181,1
6262,60,92112,19,547,28738,409501,715193,85,4
6263,62,65877,15,506,28670,248913,464132,25,9
6264,40,112427,2,504,26688,139740,835404,20,9
6265,22,51181,16,618,8542,302214,638695,199,7
6266,47,48262,12,382,27367,301181,454391,199,4
6267,23,15947,5,723,28939,87029,242942,96,9
6268,63,15022,4,381,17765,429036,945612,96,5
6269,61,16128,15,848,2143,462818,294482,278,2
6270,21,94522,10,786,7801,275046,592136,49,9
6271,46,47322,16,432,29151,391416,678402,89,6
6272,40,63929,4,414,23636,65849,592316,6,5
6273,23,96696,5,676,22869,64698,657630,146,8
6274,49,24808,9,510,9337,195886,686841,12,2
6275,59,110148,0,431,26535,75585,784575,28,5
6276,35,67882,9,673,34285,275136,597431,275,8
6277,32,36725,16,453,10116,472505,717606,43,4
6278,57,87534,2,722,22114,392083,794892,99,9
6279,49,54950,1,665,15998,352310,89128,143,7
6280,26,103954,16,446,32279,434756,944778,292,7
6281,54,98576,3,426,34981,342741,677928,97,9
6282,27,35557,1,607,31789,456401,44362,85,3
6283,37,36825,4,417,16905,146584,413677,298,3
6284,23,23998,9,530,32938,432870,922798,91,7
6285,65,51080,0,750,14300,158504,770480,30,2
6286,20,72797,0,799,20202,406635,24000,295,3
6287,59,30802,3,444,5494,435952,934690,174,6
6288,28,26167,6,348,2485,344331,628726,186,9
6289,60,115628,13,406,21399,29338,219458,30,4
6290,34,57407,13,392,38247,24929,643971,251,5
6291,49,28338,17,439,8929,454023,328983,109,6
6292,21,91289,1,613,30603,472383,595037,213,3
6293,21,86520,0,310,6937,315744,695135,218,2
6294,34,33895,15,747,35431,359884,797552,182,4
6295,58,62910,17,694,15074,172153,670035,37,6
6296,36,80898,15,804,2236,385654,244131,150,4
6297,22,18454,5,677,25070,231931,980172,97,8
6298,49,101540,9,660,13476,481825,619063,24,9
6299,39,75797,1,847,21727,446735,975590,122,8
6300,23,116559,6,695,20339,312873,555267,86,7
6301,52,98137,16,485,24539,226624,80603,161,2
6302,39,65637,2,520,2228,39284,96935,17,2
6303,18,20349,19,817,23444,52674,90794,244,5
6304,37,54963,11,599,29988,325108,265202,268,4
6305,39,90583,1,474,25199,39461,263993,286,4
6306,65,22750,6,670,18092,211843,753469,218,4
6307,28,109929,16,808,37654,66581,548488,6,7
6308,30,37463,18,503,14451,273270,361749,267,3
6309,59,89935,11,581,15991,301636,943875,235,2
6310,20,73792,8,715,14669,100284,287615,124,5
6311,26,28686,13,332,8874,416147,619427,60,6
6312,29,78528,1,381,31253,69830,287200,10,8
6313,40,114811,3,782,25989,322558,135109,16,3
6314,31,37787,18,447,21203,383820,79298,84,4
6315,50,29776,15,794,4989,379946,737570,172,4
6316,35,110063,16,469,9138,58969,170784,147,4
6317,66,72427,1,306,36761,283082,43654,100,7
6318,58,119887,16,679,30917,228533,978658,271,4
6319,26,76086,18,733,37813,193065,534454,215,7
6320,40,117231,7,333,8193,139801,62840,85,4
6321,27,78308,19,437,18157,247017,251074,39,8
6322,36,30797,5,666,20376,365491,448063,5,5
6323,64,117535,11,405,21983,338882,565624,86,2
6324,22,20302,17,331,36073,372233,940714,287,9
6325,64,78172,1,823,24747,270095,783377,207,9
6326,69,53059,18,467,33626,83172,33026,38,1
6327,40,15908,9,377,6459,416300,508730,256,5
